class,missing_values_count,missing_percentage
7座选装包,4902,99.79641693811075
多种电池包,4902,99.79641693811075
都市天际线幻彩RGB灯带,4902,99.79641693811075
户外休闲包,4902,99.79641693811075
Ice Block冰晶氛围灯,4902,99.79641693811075
全地形轮胎（AT）,4902,99.79641693811075
Nappa真皮套装,4902,99.79641693811075
19英寸星芒轮毂套装,4901,99.77605863192183
AI车外语音交互,4901,99.77605863192183
奢享座舱升级包,4901,99.77605863192183
智乐套装1,4901,99.77605863192183
运动套件,4901,99.77605863192183
高阶智驾辅助包,4901,99.77605863192183
TBC高速爆胎稳行系统,4901,99.77605863192183
系统综合工况效率(%),4901,99.77605863192183
L2级智能驾驶辅助系统,4901,99.77605863192183
镀银EC智能光感天幕,4901,99.77605863192183
智能驾驶辅助Pro套装,4901,99.77605863192183
智能泊车辅助Plus套装,4901,99.77605863192183
IM极限出库,4901,99.77605863192183
车身黑色运动套件（双色车身）,4901,99.77605863192183
智能安全辅助套装,4901,99.77605863192183
数智座舱升级包,4901,99.77605863192183
科技全感套装,4901,99.77605863192183
奥迪高清矩阵LED大灯,4901,99.77605863192183
奥迪侧向辅助及奥迪预安全后部版,4901,99.77605863192183
城市行车辅助包,4901,99.77605863192183
PSS高级定制扬声器音响升级套装,4901,99.77605863192183
Brembo®赛车级哑光灰四活塞定钳(前),4900,99.7557003257329
智能感应电动门套装,4900,99.7557003257329
18英寸低风阻轮毂,4900,99.7557003257329
极氪魔毯空气悬架套装,4900,99.7557003257329
Z-Sport运动进阶套装,4900,99.7557003257329
标准续航电池包（75kWh）,4900,99.7557003257329
旅行驾驶辅助包,4900,99.7557003257329
畅享生活包,4900,99.7557003257329
前部行李舱,4900,99.7557003257329
智能星空顶,4900,99.7557003257329
浩瀚星空顶套装,4900,99.7557003257329
19英寸铝合金轮毂,4900,99.7557003257329
璀璨水晶质感内饰组件,4900,99.7557003257329
金色外观套装,4900,99.7557003257329
城区智驾选装,4900,99.7557003257329
19寸逐光运动轮毂套装,4900,99.7557003257329
光影世界,4900,99.7557003257329
108L拍一拍干湿多用前备箱(630舒享Ultra和630激光Ultra+可电动开合),4900,99.7557003257329
动力电池无线充电,4900,99.7557003257329
智能语音收放机,4900,99.7557003257329
奥迪手机盒子,4900,99.7557003257329
141L电动前备箱,4900,99.7557003257329
副驾AI零压云毯座椅（12向电动调节）,4899,99.73534201954396
墨镜遮阳板,4899,99.73534201954396
碳纤维风刃滑翔运动尾翼,4899,99.73534201954396
碳纤维轻量化后视镜壳体,4899,99.73534201954396
「伊姆斯躺椅」模式,4899,99.73534201954396
ZEEKR AD H7进阶辅助驾驶系统,4899,99.73534201954396
舒适选装包,4899,99.73534201954396
高速智驾辅助包,4898,99.71498371335505
R19精车轮辋,4898,99.71498371335505
NOP智慧领航,4898,99.71498371335505
拖车钩及拖车资质+前桥差速锁,4898,99.71498371335505
车载双向卫星通信,4898,99.71498371335505
20寸星翼流光运动轮毂,4898,99.71498371335505
AR-HUD与电动尾门,4898,99.71498371335505
智能ETC,4898,99.71498371335505
超迈145°无级电动零压后排,4898,99.71498371335505
20英寸轮毂轮胎套装,4898,99.71498371335505
Nappa高级内饰套装,4898,99.71498371335505
八方来财版限量套件（限时赠送）,4898,99.71498371335505
主驾音乐头枕,4898,99.71498371335505
智慧包,4898,99.71498371335505
Wanos全景声音效,4898,99.71498371335505
后排电动组合沙发,4897,99.69462540716613
空调无忧包,4897,99.69462540716613
长续航电池包（100kWh）,4897,99.69462540716613
全功能包,4897,99.69462540716613
最大载重质量(kg),4897,99.69462540716613
EVD矢量四驱技术,4897,99.69462540716613
智能感应自动门交互套装,4897,99.69462540716613
后排科技交互套装,4897,99.69462540716613
颜值包,4897,99.69462540716613
一体式智慧灯幕套装,4897,99.69462540716613
20英寸轮胎选装包,4896,99.6742671009772
19英寸皓月之芒轮辋,4896,99.6742671009772
数智大白智控旋钮,4896,99.6742671009772
拍一拍轻松开启后备箱,4896,99.6742671009772
马牌轮胎（235/50 R18）,4896,99.6742671009772
运动包,4896,99.6742671009772
"可拓展生态设备:中控屏物理按键,底盘氛围灯(增程车型不可选),后排PAD支架及副驾50W无线风冷快充(510Pro不可选)",4896,99.6742671009772
超清电子外后视镜套装,4896,99.6742671009772
舒享升级包,4896,99.6742671009772
半幅方向盘,4896,99.6742671009772
一体式发光前保,4896,99.6742671009772
豪华座舱套装,4895,99.65390879478826
Xiaomi HAD,4895,99.65390879478826
智享套装2,4895,99.65390879478826
选装包3,4894,99.63355048859935
豪华影院套装,4894,99.63355048859935
ADS高阶功能包,4894,99.63355048859935
心想事橙选装包,4894,99.63355048859935
ISC智慧灯语系统,4894,99.63355048859935
超清电子外后视镜,4894,99.63355048859935
极氪魔毯双腔空气悬架套装,4893,99.61319218241043
牵引拖车钩+拖挂模式,4893,99.61319218241043
舒享座椅包,4893,99.61319218241043
车载卫星通讯,4893,99.61319218241043
星际之门套装,4893,99.61319218241043
BMW环形光耀格栅,4893,99.61319218241043
全景星轨天幕,4893,99.61319218241043
360°全景透明影像系统,4893,99.61319218241043
智能辅助驾驶,4892,99.5928338762215
增强辅助驾驶,4892,99.5928338762215
冬季套装,4891,99.57247557003257
越野包,4891,99.57247557003257
舒享选装包,4891,99.57247557003257
畅快补能包,4891,99.57247557003257
轮毂/轮胎升级套装,4891,99.57247557003257
生态拓展空间,4891,99.57247557003257
创新套装,4891,99.57247557003257
人车家生态空间,4891,99.57247557003257
后排座椅防下滑气囊,4891,99.57247557003257
科技智享包,4891,99.57247557003257
向日葵旋转屏,4891,99.57247557003257
LV分区调光天幕,4891,99.57247557003257
高速城快领航辅助（NOA）订阅￥320/月,4890,99.55211726384366
探索套装,4890,99.55211726384366
ZEEKR AD 完全智能驾驶辅助系统,4889,99.53175895765473
23扬豪华音响包,4889,99.53175895765473
后风挡气囊,4889,99.53175895765473
蔚来智能驾驶NAD服务,4889,99.53175895765473
轮胎包,4889,99.53175895765473
车外语音识别,4889,99.53175895765473
S-BOX天地一体化双向卫星通讯,4889,99.53175895765473
冬季选装包,4888,99.51140065146579
智能领航辅助Max,4887,99.49104234527687
娱乐套装,4886,99.47068403908796
畅心醒神功能,4886,99.47068403908796
智趣交互选装包,4886,99.47068403908796
严寒无忧包,4886,99.47068403908796
选装包2,4885,99.45032573289903
YAT巡航型半幅柔感瞬热方向盘,4885,99.45032573289903
Ultra SE智能升级包,4885,99.45032573289903
Ultra智能升级包,4885,99.45032573289903
智能电动拖车钩套装,4885,99.45032573289903
舒享包,4885,99.45032573289903
23扬Flyme Sound无界之声,4884,99.42996742671009
全域数字视野补盲,4884,99.42996742671009
IM MAG磁吸拓展坞,4884,99.42996742671009
VIP电动行政座椅,4884,99.42996742671009
轮胎及轮毂,4884,99.42996742671009
黑武士升级套装,4883,99.40960912052117
舒适套装,4883,99.40960912052117
自适应旋转悬浮Pad,4882,99.38925081433226
科技舒享包,4881,99.36889250814332
拖挂套装,4881,99.36889250814332
冬季包,4880,99.3485342019544
全配套装,4879,99.32817589576547
HEPA过滤装置,4878,99.30781758957656
科技包,4877,99.28745928338762
NOA高阶智驾领航辅助系统,4876,99.2671009771987
ZEEKR AD完全智能驾驶辅助系统,4876,99.2671009771987
全配套装（此套装不支持单项选装）,4876,99.2671009771987
首任车主终身三免权益,4876,99.2671009771987
拖车钩及拖车资质,4874,99.22638436482086
i-DM 人马一体驾驶评价系统,4873,99.20602605863192
Flyme Sound无界之声音响系统,4873,99.20602605863192
尊享套装,4872,99.185667752443
中控下屏幕像素密度（PPI）,4871,99.16530944625407
中控下屏幕分辨率,4871,99.16530944625407
选装包1,4871,99.16530944625407
全场景领航辅助（NOA）订阅￥320/月,4866,99.06351791530945
触屏振动反馈,4865,99.04315960912052
车载卫星通信,4862,98.98208469055375
智能感应自动门套装,4861,98.96172638436482
最大爬坡度(%),4849,98.71742671009773
光感天幕,4844,98.61563517915309
综合续航里程(km)NEDC,4843,98.59527687296416
OTA版本,4832,98.37133550488599
离去角(°),4830,98.33061889250814
接近角(°),4830,98.33061889250814
车机彩蛋,4821,98.14739413680782
液晶仪表屏幕像素密度（PPI）,4810,97.92345276872965
副驾屏幕分辨率(K),4806,97.84201954397395
副驾驶屏幕像素密度（PPI）,4797,97.65879478827361
NEDC综合油耗(L/100km),4796,97.63843648208469
后排娱乐屏幕分辨率(K),4791,97.53664495114006
液晶仪表分辨率,4788,97.47557003257329
副驾驶屏幕分辨率,4785,97.41449511400651
涉水感应系统,4779,97.29234527687296
电动吸合尾门,4761,96.92589576547232
中控下屏幕尺寸(英寸),4758,96.86482084690554
车外摄影头像素,4753,96.7630293159609
坦克掉头,4751,96.72231270358306
隐藏式空调出风口,4750,96.70195439739415
换电支持,4745,96.60016286644951
蠕行模式,4717,96.03013029315962
中央差速器结构,4716,96.00977198697068
女王座椅,4680,95.27687296416939
电动平开/上开车门,4661,94.8900651465798
后窗玻璃开启,4618,94.01465798045604
最低荷电状态燃料消耗量(L/100km)CLTC,4617,93.9942996742671
综合续航里程(km)WLTC,4587,93.38355048859935
车门滑轨,4572,93.07817589576547
对外放电最低电量允许值(%),4572,93.07817589576547
低速四驱,4567,92.97638436482086
侧滑门,4562,92.87459283387622
魔毯智能悬挂,4549,92.6099348534202
纯电续航里程(km)NEDC,4540,92.42671009771986
迎宾功能,4520,92.01954397394137
最低荷电状态燃料消耗量(L/100km)NEDC,4484,91.28664495114006
第三排座椅功能,4437,90.32980456026058
可旋转/移动中控屏,4431,90.20765472312704
杜比全景声,4421,90.00407166123779
舒缓（放松）模式,4417,89.92263843648209
后排屏幕尺寸(英寸),4405,89.67833876221498
前排座椅放平,4387,89.31188925081433
副驾驶屏幕尺寸(英寸),4379,89.14902280130293
零重力座椅,4367,88.90472312703584
综合续航里程(km)工信部,4344,88.43648208469055
前部行李舱容积(L),4337,88.29397394136808
中控台彩色屏幕像素密度（PPI）,4295,87.43892508143323
车侧脚踏板,4274,87.01140065146579
官方0—50Km/h加速时间(s),4254,86.6042345276873
车载电视,4243,86.38029315960912
综合续航里程(km)CLTC,4236,86.23778501628665
指纹识别,4229,86.09527687296416
中央差速器锁止功能,4225,86.01384364820846
后排座椅电动放倒,4222,85.95276872964169
电磁感应悬挂,4215,85.81026058631922
下沉式后排座椅收折,4214,85.78990228013029
智能调光天幕,4208,85.66775244299674
系统综合扭矩(N·m),4208,85.66775244299674
车内摄像头像素,4206,85.6270358306189
备胎放置方式,4206,85.6270358306189
前桥限滑方式,4199,85.48452768729642
夜视系统,4196,85.42345276872965
可加热/制冷杯架,4190,85.30130293159608
可加热喷水嘴,4190,85.30130293159608
电动机最大功率(kW),4178,85.05700325732899
情绪识别,4177,85.03664495114006
大灯清洗功能,4174,84.97557003257329
前风挡电加热,4169,84.87377850162866
灯光投影技术,4161,84.71091205211727
全景天幕遮阳帘,4153,84.54804560260585
整体主动转向系统,4149,84.46661237785015
前向最大探测距离(m),4146,84.40553745928338
增强现实抬头显示系统(AR-HUD),4141,84.30374592833876
后桥限滑方式,4129,84.05944625407166
电动扰流板,4102,83.50977198697068
安全轮胎,4102,83.50977198697068
系统综合功率(kW),4080,83.06188925081433
V2X通讯,4073,82.91938110749186
电动机最大扭矩(N·m),4066,82.77687296416939
发动机热效率(%),4058,82.61400651465797
自动代客泊车,4052,82.49185667752444
空气悬挂类型,4048,82.41042345276874
音响布局,4047,82.3900651465798
拖挂钩,4044,82.32899022801303
首任车主保修期限,4035,82.1457654723127
功放最大输出功率(W),4017,81.77931596091204
激光雷达点云数量(万/秒),4008,81.59609120521174
手势控制功能,4002,81.47394136807817
发动机最大功率(kW),3993,81.29071661237785
可变转向比系统,3993,81.29071661237785
被动行人保护,3989,81.20928338762215
发动机启停技术,3978,80.98534201954396
VTOV最大对外放电功率,3967,80.76140065146579
高压快充平台,3958,80.57817589576547
天空声道,3945,80.31351791530945
最低荷电状态燃料消耗量(L/100km)工信部,3940,80.21172638436482
HUD投影尺寸(英寸),3916,79.72312703583061
车内遮阳帘,3907,79.53990228013029
前大灯雨雾模式,3899,79.3770358306189
压缩比,3895,79.2956026058632
座椅扬声器（头枕/肩部）,3888,79.15309446254072
座椅皮质风格,3877,78.92915309446255
运动外观套件,3872,78.82736156351791
大灯随动转向(AFS),3872,78.82736156351791
最低荷电状态燃料消耗量(L/100km)WLTC,3862,78.62377850162866
后排液晶屏,3846,78.29804560260585
前雾灯,3843,78.2369706840391
高精度地图,3839,78.15553745928338
车外摄像头像素,3836,78.09446254071662
第二排小桌板,3832,78.0130293159609
主动降噪,3818,77.72801302931596
发动机最大扭矩(N·m),3814,77.64657980456026
激光雷达品牌,3799,77.34120521172639
激光雷达线数(线),3798,77.32084690553745
第三排座椅,3797,77.30048859934854
多指飞屏操控,3783,77.01547231270358
空气悬挂,3776,76.8729641693811
车载冰箱功能,3774,76.83224755700326
第二排座椅局部调节,3768,76.71009771986971
AR实景导航,3767,76.68973941368078
发动机特有技术,3760,76.54723127035831
110V/220V/230V电源插座,3751,76.36400651465797
车载冰箱,3750,76.34364820846905
电池充电倍率,3744,76.2214983713355
模拟声浪,3734,76.01791530944625
亚米级高精定位系统,3717,75.67182410423453
电动吸合门,3716,75.6514657980456
车辆召唤功能,3713,75.59039087947883
四驱类型,3694,75.20358306188925
前排膝部气囊,3676,74.8371335504886
声纹识别,3673,74.77605863192183
车内生命体征检测,3662,74.55211726384366
运动风格座椅,3657,74.45032573289903
第二排独立座椅,3633,73.96172638436482
后排多媒体控制,3613,73.55456026058633
灯光特色功能,3612,73.53420195439739
主动式环境氛围灯,3591,73.10667752442997
激光雷达数量(个),3572,72.71986970684038
风阻系数(Cd),3556,72.39413680781759
方向盘电动调节,3555,72.37377850162866
辅助驾驶芯片算力(TOPS),3546,72.19055374592834
无框设计车门,3480,70.84690553745928
循迹倒车,3472,70.68403908794788
车内香氛装置,3448,70.19543973941367
单踏板模式,3444,70.11400651465797
备胎规格,3443,70.09364820846905
辅助驾驶芯片,3438,69.99185667752444
记忆泊车,3423,69.68648208469055
AQS空气质量管理系统,3420,69.62540716612378
电池能量密度(Wh/kg),3400,69.21824104234527
转向辅助灯,3370,68.60749185667753
最大快充功率(kw),3360,68.40390879478826
纯电续航里程(km)WLTC,3337,67.935667752443
中央安全气囊,3309,67.36563517915309
中控台彩色屏幕分辨率,3279,66.75488599348535
中控屏幕材质,3272,66.61237785016286
负离子发生器,3260,66.36807817589576
原厂ETC,3250,66.16449511400651
窄路辅助,3241,65.98127035830619
GPS导航系统,3239,65.94055374592834
感应式后尾门,3237,65.89983713355049
电池特色技术,3231,65.77768729641694
信号灯识别,3218,65.5130293159609
老板键,3218,65.5130293159609
舒适制动,3199,65.12622149837134
后排独立空调,3117,63.45684039087948
前车驶离提醒,3115,63.41612377850163
可变悬挂调节,3110,63.314332247557005
车机系统内存(GB),3100,63.11074918566775
最大净功率(kW),3069,62.479641693811075
导航辅助驾驶,3042,61.9299674267101
音响品牌,3039,61.868892508143325
车机系统存储(GB),3033,61.74674267100977
匝道自动驶出（入）,3022,61.5228013029316
热泵管理系统,2972,60.504885993485345
抬头显示系统(HUD),2946,59.97557003257329
后电动机最大扭矩(N·m),2901,59.05944625407166
第二排座椅功能,2892,58.876221498371336
后电动机最大功率(kW),2851,58.04153094462541
哨兵（千里眼）模式,2843,57.87866449511401
车顶行李架,2817,57.34934853420195
面部识别,2814,57.28827361563518
USB/Type-C最大充电功率,2798,56.962540716612374
主动闭合式进气格栅,2793,56.86074918566775
发动机,2771,56.4128664495114
最大功率转速(rpm),2763,56.25
行李舱12V电源接口,2752,56.02605863192183
最大扭矩转速(rpm),2747,55.9242671009772
主动式DMS疲劳检测,2745,55.883550488599354
后排隐私玻璃,2733,55.63925081433225
车载空气净化器,2628,53.501628664495115
车内摄像头数量(个),2601,52.95195439739414
自动变道辅助,2599,52.91123778501628
6万公里保养总成本预估,2584,52.60586319218241
WLTC综合油耗(L/100km),2570,52.32084690553746
地图品牌,2562,52.15798045602605
发动机电子防盗,2538,51.66938110749185
油箱容积(L),2533,51.567589576547235
发动机布局形式,2530,51.50651465798045
K歌功能,2499,50.87540716612378
隐藏式门把手,2494,50.77361563517915
配气机构,2480,50.4885993485342
燃油标号,2479,50.46824104234528
供油方式,2476,50.4071661237785
缸盖材料,2476,50.4071661237785
每缸气门数(个),2476,50.4071661237785
排量(mL),2476,50.4071661237785
最大马力(Ps),2476,50.4071661237785
排量(L),2476,50.4071661237785
进气形式,2476,50.4071661237785
气缸排列形式,2476,50.4071661237785
气缸数(个),2476,50.4071661237785
发动机型号,2476,50.4071661237785
环保标准,2476,50.4071661237785
缸体材料,2476,50.4071661237785
最小离地间隙(mm),2455,49.979641693811075
内后视镜功能,2412,49.1042345276873
遥控移动车辆,2396,48.77850162866449
手机无线充电最大功率(W),2376,48.37133550488599
多层隔音玻璃,2340,47.63843648208469
车载智能芯片,2266,46.13192182410423
自动泊车入位,2260,46.009771986970684
第二排座椅整体调节,2213,45.052931596091206
燃料形式,2209,44.97149837133551
辅助驾驶操作系统,2174,44.258957654723126
后雨刷,2161,43.994299674267104
卫星导航系统,2146,43.688925081433226
疲劳驾驶提示,2140,43.56677524429968
电动机,2138,43.52605863192183
VTOL最大对外放电功率,2094,42.630293159609124
电动后尾门位置记忆,2046,41.65309446254072
座椅布局,2042,41.571661237785015
最小转弯半径,2017,41.06270358306189
内置行车记录仪,1985,40.41123778501628
陡坡缓降(HDC),1900,38.68078175895766
可见即可说,1867,38.008957654723126
前电动机最大扭矩(N·m),1863,37.92752442996743
电动后尾门,1862,37.9071661237785
前电动机最大功率(kW),1809,36.828175895765476
VTOL移动电站功能,1747,35.56596091205212
并线辅助,1709,34.792345276872965
车内氛围灯,1706,34.73127035830619
手机无线充电,1579,32.1457654723127
官方百公里加速时间(s),1568,31.921824104234524
道路交通标识识别,1517,30.883550488599347
纯电续航里程(km)CLTC,1513,30.80211726384365
快充接口位置,1483,30.191368078175895
车载智能系统,1482,30.171009771986974
电能当量燃料消耗量(L/100km),1443,29.37703583061889
毫米波雷达数量(个),1434,29.193811074918568
慢充接口位置,1406,28.623778501628667
应用商店,1392,28.338762214983714
温度分区控制,1390,28.298045602605864
前排座椅功能,1384,28.175895765472315
自适应远近光,1366,27.809446254071663
车道居中保持,1348,27.44299674267101
雨量感应式雨刷,1344,27.36156351791531
语音免唤醒功能,1339,27.259771986970684
快充电量(%),1330,27.07654723127036
道路救援服务,1323,26.93403908794788
手机互联映射,1310,26.66938110749186
连续性语音识别,1257,25.590390879478825
车道保持辅助系统,1238,25.20358306188925
辅助驾驶级别,1152,23.452768729641694
主动刹车,1140,23.208469055374593
Wi-Fi热点,1133,23.065960912052116
主动安全预警系统,1080,21.986970684039086
后排杯架,1070,21.78338762214984
充电时间(小时),1060,21.579804560260587
换挡形式,1001,20.37866449511401
百公里耗电量(kWh/100km),998,20.31758957654723
电芯品牌,973,19.808631921824105
侧安全气帘,945,19.2385993485342
电池温度管理系统,943,19.19788273615635
天窗类型,942,19.177524429967427
电池充电,895,18.22068403908795
纯电续航里程(km)工信部,880,17.91530944625407
语音助手唤醒词,867,17.650651465798045
电池容量(kWh),858,17.46742671009772
低速行车警示音,852,17.34527687296417
座椅电动调节,850,17.304560260586317
制动能量回收系统,850,17.304560260586317
行李舱容积(L),802,16.327361563517915
车内PM2.5过滤装置,794,16.164495114006513
电池组质保,732,14.90228013029316
电动机总扭矩(N·m),715,14.556188925081434
副驾座椅局部调节,707,14.393322475570033
电池类型,701,14.271172638436482
电机类型,698,14.210097719869708
驱动电机数,696,14.169381107491857
电机布局,696,14.169381107491857
电动机总功率(kW),696,14.169381107491857
电动机总马力(Ps),696,14.169381107491857
电动机描述,693,14.108306188925082
侧安全气囊,641,13.049674267100977
主驾座椅局部调节,600,12.214983713355048
OTA升级,597,12.153908794788274
后排出风口,575,11.706026058631922
液晶仪表尺寸(英寸),559,11.38029315960912
远程启动,534,10.871335504885995
无钥匙进入,521,10.606677524429967
自动大灯,512,10.423452768729643
导航路况信息展示,498,10.13843648208469
语音分区域唤醒识别功能,475,9.670195439739414
后排座椅放倒比例,459,9.344462540716613
4G/5G网络,451,9.181596091205211
语音识别控制系统,441,8.97801302931596
日间行车灯,426,8.672638436482085
车联网,423,8.61156351791531
巡航系统,409,8.326547231270357
大灯延时关闭,385,7.837947882736156
车窗防夹手功能,341,6.942182410423453
车窗一键升降,336,6.840390879478828
手机App远程控制,335,6.820032573289902
超声波雷达数量(个),319,6.494299674267101
铝合金轮毂,295,6.005700325732899
自动驻车(AUTOHOLD),293,5.964983713355049
液晶仪表样式,275,5.598534201954397
驻车雷达,261,5.313517915309447
牵引力控制(TCS/ASR等),259,5.2728013029315965
前/后扶手,249,5.069218241042345
车身稳定系统(ESP/DSC等),247,5.028501628664495
刹车辅助(EBA/BA等),245,4.9877850162866455
行车电脑屏幕,242,4.9267100977198695
驾驶模式选择,218,4.438110749185667
无钥匙启动,217,4.4177524429967425
定制选装,213,4.336319218241043
车外摄像头数量(个),202,4.112377850162866
车内化妆镜,194,3.9495114006514656
驾驶辅助影像,180,3.664495114006515
方向盘调节,177,3.60342019543974
满载质量(kg),169,3.440553745928339
中控屏尺寸(英寸),166,3.3794788273615635
外后视镜功能,165,3.3591205211726387
方向盘功能,156,3.175895765472313
上坡辅助(HAC),108,2.198697068403909
蓝牙/车载电话,94,1.9136807817589578
前排安全气囊,73,1.4861563517915308
整车保修期限,61,1.24185667752443
儿童座椅接口(ISOFIX),46,0.9364820846905538
多媒体接口,40,0.8143322475570033
车内中控锁,40,0.8143322475570033
USB/Type-C接口数量,36,0.7328990228013029
最高车速(km/h),33,0.6718241042345278
整备质量(kg),27,0.5496742671009772
前轮距(mm),24,0.4885993485342019
后轮距(mm),24,0.4885993485342019
最大扭矩(N·m),23,0.4682410423452769
扬声器数量(个),18,0.36644951140065146
安全带未系提示,14,0.28501628664495116
大灯高度调节,12,0.24429967426710095
胎压监测系统,10,0.20358306188925082
驱动方式,7,0.14250814332247558
空调控制方式,7,0.14250814332247558
驻车制动类型,7,0.14250814332247558
副驾座椅整体调节,6,0.12214983713355047
制动力分配(EBD/CBC等),6,0.12214983713355047
座椅材质,6,0.12214983713355047
后制动器类型,5,0.10179153094462541
车门数(个),5,0.10179153094462541
车门开启方式,5,0.10179153094462541
前制动器类型,5,0.10179153094462541
转向类型,4,0.08143322475570033
前轮胎规格尺寸,3,0.06107491856677524
后轮胎规格尺寸,3,0.06107491856677524
近光灯,2,0.04071661237785017
远光灯,2,0.04071661237785017
最大功率(kW),2,0.04071661237785017
能源类型,2,0.04071661237785017
电动车窗,2,0.04071661237785017
变速箱,2,0.04071661237785017
长x宽x高(mm),2,0.04071661237785017
车身结构,2,0.04071661237785017
级别,2,0.04071661237785017
上市时间,2,0.04071661237785017
变速箱描述,2,0.04071661237785017
ABS防抱死,2,0.04071661237785017
宽(mm),2,0.04071661237785017
高(mm),2,0.04071661237785017
轴距(mm),2,0.04071661237785017
挡位数,2,0.04071661237785017
座位数(个),2,0.04071661237785017
主驾座椅整体调节,2,0.04071661237785017
遥控钥匙类型,2,0.04071661237785017
方向盘材质,2,0.04071661237785017
长(mm),2,0.04071661237785017
车体结构,2,0.04071661237785017
后悬挂形式,2,0.04071661237785017
前悬挂形式,2,0.04071661237785017
变速箱类型,2,0.04071661237785017
官方指导价(万),0,0.0
配置名称,0,0.0
年款,0,0.0
价格区间(万),0,0.0
厂商,0,0.0
车型,0,0.0
